Campeonato:,Campeonato Brasileiro - Série A/2021,Rodada:,22
Jogo:,Ceará / CE X Chapecoense / SC,,
Data:,25/09/2021 Horário: 17:00 Estádio:,Governador Plácido Aderaldo Castelo / Fortaleza,
"",,Arbitragem
Arbitro:,Caio Max Augusto Vieira (AB / RN),
Arbitro Assistente 1:,Jean Marcio dos Santos (AB / RN),
Arbitro Assistente 2:,Lorival Candido das Flores (AB / RN),
Quarto Arbitro:,Luiz César de Oliveira Magalhães (AB / CE),
Delegado Local:,Claudemiro Silva Soares (CBF / CE),
Analista de Campo:,Francisco José de Sousa Soares (CBF / CE),
VAR:,Pablo Ramon Goncalves Pinheiro (AB / RN),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:50Atraso:,,Não Houve Entrada do mandante: 18:02,,Atraso:,Não Houve
Entrada do visitante:,16:50Atraso:,,Não Houve Entrada do visitante: 18:01,,Atraso:,Não Houve
Início 1o Tempo:,17:00Atraso:,,Não Houve Início do 2o Tempo: 18:05,,Atraso:,Não Houve
Término do 1o Tempo:,17:50Acréscimo:,,5 min Término do 2o Tempo: 18:56,Acréscimo:,,6 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 1 X 0,,,
"",,,,,Relação de Jogadores,,,,
"",,Ceará / CE,,,Chapecoense / SC,,,,
No,Apelido,Nome Completo T/R,,P/A,CBF No Apelido Nome Completo,,T/R,P/A,CBF
91,Richard,Richard de Oliveira Costa T(g),,P,291617 1 Keiller Keiller da Silva Nunes,,T(g),P,363886
6,Bruno Pacheco Bruno de Jesus Pacheco,T,,P,333975 2 Matheus Matheus Antunes Ribeiro,,T,P,324513
8,Fernando,Fernando Pereira do  ... T,,P,399713 4 Kadu Ricardo Martins de Araujo,,T,P,167600
9,Jael,Jael Ferreira Vieira T,,P,178373 5 Moises Moises Ribeiro Santos,,T,P,328812
13,Luiz,Luiz Otavio Anacleto ... T,,P,291651 6 Busanello Gabriel Dal Toe Busanello,,T,P,439733
15,Gabriel La ...,Gabriel Santos Corde ... T,,P,409030 7 Bruno Bruno da Silva Costa,,T,P,509608
21,Geovane,Geovane da Silva de Souza T,,P,396317 8 Alan Santos Alan Santos da Silva,,T,P,186142
29,Vinicius,Vinicius Goes Barbos ... T,,P,294769 9 Anselmo RamonAnselmo Ramon Alves  ...,,T,P,182466
37,Rick,Rick Jhonatan Lima Morais T,,P,538942 17 Mike Mike dos Santos Nena ...,,T,P,311439
70,Kelvyn,Kelvyn Ramos da Fonseca T,,P,555438 55 Anderson Anderson Jordan da S ...,,T,P,415008
94,Gabriel,Gabriel Dias de Oliveira T,,P,317697 88 Denner Denner Fernando Melz,,T,P,502079
1,João Ricardo,Joao Ricardo Riedi R(g),,P,298660 31 Joao Paulo Joao Paulo Ribeiro S ...,,R(g),P,540237
2,Igor Inoce ...,Igor Inocencio de Ol ... R,,P,382612 10 Vinicius Vinicius Xavier da P ...,,R,P,511641
7,Airton,Airton Moises Santos ... R,,P,460340 20 Ravanelli Ravanelli Ferreira d ...,,R,P,443517
11,Yony Gonzalez Yony Alexander Gonza ...,R,,P,646477 30 Ezequiel Ezequiel Jacinto de Biasi,,R,P,302436
16,Jorginho,Jorge de Moura Xavier R,,P,330015 32 Lima Guilherme Natan de Lima,,R,P,418809
19,Fabinho,Fabio Goncalves R,,P,175065 34 Derlan Derlan de Oliveira Bento,,R,P,310802
22,Alan,Alan Rodrigues Uchoa R,,P,397246 38 Fabinho Fabio Augusto Lucian ...,,R,P,336900
25,Marlon,Marlon Adriano Prezotti R,,P,294484 50 Geuvanio Geuvanio Santos da S ...,,R,P,311336
45,Lima,Vinicius Moreira de Lima R,,P,403112 77 Pedro Pedro Henrique Perotti,,R,P,419436
89,CLEBER,Cleber Bomfim de Jesus R,,P,601171,,,,
90,Negueba,Gabriel dos Santos F ... R,,P,465944,,,,
97,Erick,Erick de Arruda Serafim R,,P,441070,,,,
"",,Comissão Técnica,
"",Ceará / CE,,Chapecoense / SC
Técnico:,Tiago Retzlaff Nunes,Técnico:,Luis Carlos De Oliveira Preto
Assistente Técnico:,Evandro Luis Fornari,Assistente Técnico:,Adelino Pereira De Camargo Neto
Assistente Técnico:,Clesly Evandro Guimaraes,Médico:,Carlos Henrique Mendonca Silva
Médico:,Leandro Augusto Menezes Rego,Treinador De Goleiros:,Cezar Augusto Capelari
Preparador Físico:,Andre Tadeo Gomes Volpe,Preparador Físico:,William Rodrigo Andre
Fisioterapeuta:,Wellington Lima De Alencar,Massagista:,Vilson Fragoso
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
07:00,2T,9,PN,Jael Ferreira Vieira,,Ceará/CE
"",,,,Cartões Amarelos
Tempo,1T/2T,No,Nome do Jogador,Equipe
08:00,2T,32,Guilherme Natan de Lima,Chapecoense/SC
"",,,Motivo: A2.  Desaprovar com palavras ou gestos as decisões da arbitragem  - Reclamar com palavras contra as decisoes da,
"",,,arbitragem,
"",,,,Cartões Vermelhos
Tempo 1T/2T,No,,Nome do Jogador,
22:00 2T,55,,Anderson Jordan da Silva Cordeiro - Chapecoense/SC,
2o Cartão Amarelo,,,Motivo: V2.8.  Outro motivo (detalhar no campo expulsões) - Por impedir um ataque promissor ao calçar o seu adversario de forma,
"Ocorrências / ObservaçõesNada houveMotivo de atraso no início e/ou reinício, e de acréscimos:- concedido um minuto de silencio em homenagem postuma as vitimas da covid19.- acrescimos devido substituições, penalti e retirada de atletas do campo paraatendimentoObservações EventuaisNada houveRelatório do Assistente- nada houveSubstituiçõesTempo1T/2TEquipeEntrouSaiu45:00INTChapecoense/SC32 - Guilherme Natan de Lima5 - Moises Ribeiro Santos16:002TChapecoense/SC77 - Pedro Henrique Perotti7 - Bruno da Silva Costa17:002TCeará/CE89 - Cleber Bomfim de Jesus9 - Jael Ferreira Vieira25:002TChapecoense/SC34 - Derlan de Oliveira Bento9 - Anselmo Ramon Alves Herculano25:002TChapecoense/SC50 - Geuvanio Santos da Silva Lima6 - Gabriel Dal Toe Busanello27:002TCeará/CE25 - Marlon Adriano Prezotti21 - Geovane da Silva de Souza27:002TCeará/CE97 - Erick de Arruda Serafim37 - Rick Jhonatan Lima Morais32:002TChapecoense/SC30 - Ezequiel Jacinto de Biasi8 - Alan Santos da Silva35:002TCeará/CE90 - Gabriel dos Santos Francisco29 - Vinicius Goes Barbosa de Souza35:002TCeará/CE45 - Vinicius Moreira de Lima6 - Bruno de Jesus Pacheco"
Ocorrências / Observações
Nada houve
"Ocorrências / ObservaçõesNada houveMotivo de atraso no início e/ou reinício, e de acréscimos:- concedido um minuto de silencio em homenagem postuma as vitimas da covid19.- acrescimos devido substituições, penalti e retirada de atletas do campo paraatendimentoObservações EventuaisNada houveRelatório do Assistente- nada houveSubstituiçõesTempo1T/2TEquipeEntrouSaiu45:00INTChapecoense/SC32 - Guilherme Natan de Lima5 - Moises Ribeiro Santos16:002TChapecoense/SC77 - Pedro Henrique Perotti7 - Bruno da Silva Costa17:002TCeará/CE89 - Cleber Bomfim de Jesus9 - Jael Ferreira Vieira25:002TChapecoense/SC34 - Derlan de Oliveira Bento9 - Anselmo Ramon Alves Herculano25:002TChapecoense/SC50 - Geuvanio Santos da Silva Lima6 - Gabriel Dal Toe Busanello27:002TCeará/CE25 - Marlon Adriano Prezotti21 - Geovane da Silva de Souza27:002TCeará/CE97 - Erick de Arruda Serafim37 - Rick Jhonatan Lima Morais32:002TChapecoense/SC30 - Ezequiel Jacinto de Biasi8 - Alan Santos da Silva35:002TCeará/CE90 - Gabriel dos Santos Francisco29 - Vinicius Goes Barbosa de Souza35:002TCeará/CE45 - Vinicius Moreira de Lima6 - Bruno de Jesus Pacheco"
Observações Eventuais
Nada houve
"Ocorrências / ObservaçõesNada houveMotivo de atraso no início e/ou reinício, e de acréscimos:- concedido um minuto de silencio em homenagem postuma as vitimas da covid19.- acrescimos devido substituições, penalti e retirada de atletas do campo paraatendimentoObservações EventuaisNada houveRelatório do Assistente- nada houveSubstituiçõesTempo1T/2TEquipeEntrouSaiu45:00INTChapecoense/SC32 - Guilherme Natan de Lima5 - Moises Ribeiro Santos16:002TChapecoense/SC77 - Pedro Henrique Perotti7 - Bruno da Silva Costa17:002TCeará/CE89 - Cleber Bomfim de Jesus9 - Jael Ferreira Vieira25:002TChapecoense/SC34 - Derlan de Oliveira Bento9 - Anselmo Ramon Alves Herculano25:002TChapecoense/SC50 - Geuvanio Santos da Silva Lima6 - Gabriel Dal Toe Busanello27:002TCeará/CE25 - Marlon Adriano Prezotti21 - Geovane da Silva de Souza27:002TCeará/CE97 - Erick de Arruda Serafim37 - Rick Jhonatan Lima Morais32:002TChapecoense/SC30 - Ezequiel Jacinto de Biasi8 - Alan Santos da Silva35:002TCeará/CE90 - Gabriel dos Santos Francisco29 - Vinicius Goes Barbosa de Souza35:002TCeará/CE45 - Vinicius Moreira de Lima6 - Bruno de Jesus Pacheco",,,,
Substituições,,,,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Chapecoense/SC,32 - Guilherme Natan de Lima,5 - Moises Ribeiro Santos
16:00,2T,Chapecoense/SC,77 - Pedro Henrique Perotti,7 - Bruno da Silva Costa
17:00,2T,Ceará/CE,89 - Cleber Bomfim de Jesus,9 - Jael Ferreira Vieira
