Campeonato:,Campeonato Brasileiro - Série D/2021,Rodada:,Volta
Jogo:,Aparecidense / GO X Campinense / PB,,
Data:,13/11/2021 Horário: 16:00 Estádio:,Anibal Batista de Toledo / Aparecida de Goiania,
"",,Arbitragem
Arbitro:,Raphael Claus (FIFA / SP),
Arbitro Assistente 1:,Daniel Paulo Ziolli (AB / SP),
Arbitro Assistente 2:,Fabrini Bevilaqua Costa (FIFA / SP),
Quarto Arbitro:,Salim Fende Chavez (AB / SP),
Inspetor:,Antonio Pereira da Silva (CBF / GO),
Quinto Arbitro:,Marcio Soares Maciel (AB / GO),
Delegado Local:,Sergio Roberto Albernaz Junior (CBF / GO),
VAR:,Vinicius Furlan (AB / SP),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:50Atraso:,,Não Houve Entrada do mandante: 17:00,,Atraso:,Não Houve
Entrada do visitante:,15:50Atraso:,,Não Houve Entrada do visitante: 17:00,,Atraso:,Não Houve
Início 1o Tempo:,16:00Atraso:,,Não Houve Início do 2o Tempo: 17:02,,Atraso:,Não Houve
Término do 1o Tempo:,16:47Acréscimo:,,02 min Término do 2o Tempo: 17:51,Acréscimo:,,04 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 1 X 1,,,
"",,,,,Relação de Jogadores,,,,
"",,Aparecidense / GO,,,,Campinense / PB,,,
No,Apelido,Nome Completo,T/R,P/A,CBF No Apelido,Nome Completo T/R,,P/A,CBF
1,Pedro Henr ...,Pedro Henrique Carva ...,T(g),P,163510 1 Mauro,Mauro Gomes de Lima T(g),,P,172624
2,Rafael Cruz,Rafael Cruz Ojer,T,P,163247 2 Felipinho,Felipe Ferreira Ramos T,,P,369271
3,Vanderley,Vanderley Ribeiro Co ...,T,P,523789 3 CLEITON,Cleiton Kelly da Silva T,,P,291835
5,Bruno Henr ...,Bruno Henrique Cardo ...,T,P,397602 4 Itallo,Itallo Anderson Duar ... T,,P,178201
6,Rodrigues,Gabriel Martins Rodrigues,T,P,458006 5 Serginho,Sergio Mendes Coimbra T,,P,183850
7,David,David de Souza,T,P,520566 6 Filipe,Filipe Ramon Silva Lucena T,,P,299373
8,Rodriguinho,Rodrigo Henrique Oli ...,T,P,302082 7 Wellison M ...,Wellison Matheus Rod ... T,,P,448526
9,Alex Henrique,Alex Henrique Jose,T,P,181845 8 Dione,Dione Miguel Ribas T,,P,313855
10,Robert,Robert Geannine de S ...,T,P,304433 9 Anselmo,Anselmo Tadeu Silva  ... T,,P,143708
11,Rafa Marcos,Rafael Silva Marcos,T,P,518895 10 Fabio,Fabio de Lima Costa T,,P,431346
14,Wesley Matos,Wesley Ladeira Matos,T,P,306551 15 Rafinha Silva,Rafael Victor Silva  ... T,,P,530995
12,Weverton,Weverton Vilela Nasc ...,R(g),P,172131 99 Caio,Caio Ruan Batista Silva R(g),,P,567496
4,Lucas Gazal,Lucas Xavier Gazal,R,P,438977 14 Vitinho,Victor Leandro Ribeiro R,,P,434930
13,Filipe Tri ...,Filipe Candido da Tr ...,R,P,458939 16 Michel,Michel Bennech Vercino R,,P,387888
15,Mutuca,Wesley Sena Boiago,R,P,333974 17 Edinho Correa,Edson Eder Correa R,,P,298300
16,Gustavinho,Gustavo Luis Silva Aguiar,R,P,536569 20 Claudio,Jose Claudio Agostin ... R,,P,513060
17,Elias,Elias Ribeiro de Oliveira,R,P,150547 23 Nunes,Marcos Paulo Nunes Barros R,,P,324953
18,Flavio Hen ...,Flavio Henrique Sousa,R,P,452841 25 Patrick,Patrick dos Santos Silva R,,P,363869
19,Samuel,Samuel Gomes da Mata,R,P,539162 26 Weverton,Weverton Kleyton Man ... R,,P,341047
20,Negueba,Lucas Vinicius Santo ...,R,P,459068,,,,
21,Marinho,Pedro Henrique Marin ...,R,P,439029,,,,
22,Adriel,Adriel Messias Ferre ...,R,P,298127,,,,
23,Victor Hugo,Victor Hugo Rodrigue ...,R,P,650984,,,,
"",,Comissão Técnica,
"",Aparecidense / GO,,Campinense / PB
Técnico:,Thiago Carvalho De Oliveira,Técnico:,Ranielle Damasceno Ribeiro
Assistente Técnico:,Luis Gustavo Paulino Gomes Silva,Assistente Técnico:,Helio Lazaro Cabral
Médico:,Rodolfo Rovagnol Cambota - Crm 012081/go,Médico:,Fabio Gondim Nepomuceno
Treinador De Goleiros:,Gilberto Aparecido Da Silva,Treinador De Goleiros:,Rogerio Epaminonda De Souza
Preparador Físico:,Leonardo Henrique Silva Fagundes,Preparador Físico:,Victor Bezerra De Barros
Massagista:,Luiz Gustavo Rocha,Massagista:,Leonardo Felix Santos
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
08:00,2T,8,NR,Dione Miguel Ribas,,Campinense/PB
32:00,2T,19,NR,Samuel Gomes da Mata,,Aparecidense/GO
"",,,,Cartões Amarelos
Tempo,1T/2T,No,Nome do Jogador,Equipe
+01:00,2T,14,Victor Leandro Ribeiro,Campinense/PB
"",,,Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por impedir um ataque promissor .,
"Ocorrências / ObservaçõesNada houve de anormal.Motivo de atraso no início e/ou reinício, e de acréscimos:Foi concedido 1 minuto de silêncio em virtude das vítimas das covid 19.acréscimos devido a substituição e atendimento de atletas supostamente lesionados .Observações EventuaisNada houve de anormal.Relatório do AssistenteNada a relatar.SubstituiçõesTempo1T/2TEquipeEntrouSaiu45:00INTCampinense/PB20 - Jose Claudio Agostinho da Si...9 - Anselmo Tadeu Silva do Nasci...45:00INTAparecidense/GO22 - Adriel Messias Ferreira Andr...2 - Rafael Cruz Ojer45:00INTAparecidense/GO20 - Lucas Vinicius Santos Bernar...11 - Rafael Silva Marcos22:002TAparecidense/GO19 - Samuel Gomes da Mata7 - David de Souza22:002TCampinense/PB14 - Victor Leandro Ribeiro2 - Felipe Ferreira Ramos27:002TCampinense/PB17 - Edson Eder Correa8 - Dione Miguel Ribas37:002TAparecidense/GO15 - Wesley Sena Boiago10 - Robert Geannine de Souza Cam...38:002TCampinense/PB23 - Marcos Paulo Nunes Barros5 - Sergio Mendes Coimbra43:002TAparecidense/GO21 - Pedro Henrique Marinho Maria9 - Alex Henrique Jose"
Ocorrências / Observações
Nada houve de anormal.
"Ocorrências / ObservaçõesNada houve de anormal.Motivo de atraso no início e/ou reinício, e de acréscimos:Foi concedido 1 minuto de silêncio em virtude das vítimas das covid 19.acréscimos devido a substituição e atendimento de atletas supostamente lesionados .Observações EventuaisNada houve de anormal.Relatório do AssistenteNada a relatar.SubstituiçõesTempo1T/2TEquipeEntrouSaiu45:00INTCampinense/PB20 - Jose Claudio Agostinho da Si...9 - Anselmo Tadeu Silva do Nasci...45:00INTAparecidense/GO22 - Adriel Messias Ferreira Andr...2 - Rafael Cruz Ojer45:00INTAparecidense/GO20 - Lucas Vinicius Santos Bernar...11 - Rafael Silva Marcos22:002TAparecidense/GO19 - Samuel Gomes da Mata7 - David de Souza22:002TCampinense/PB14 - Victor Leandro Ribeiro2 - Felipe Ferreira Ramos27:002TCampinense/PB17 - Edson Eder Correa8 - Dione Miguel Ribas37:002TAparecidense/GO15 - Wesley Sena Boiago10 - Robert Geannine de Souza Cam...38:002TCampinense/PB23 - Marcos Paulo Nunes Barros5 - Sergio Mendes Coimbra43:002TAparecidense/GO21 - Pedro Henrique Marinho Maria9 - Alex Henrique Jose"
Observações Eventuais
Nada houve de anormal.
"Ocorrências / ObservaçõesNada houve de anormal.Motivo de atraso no início e/ou reinício, e de acréscimos:Foi concedido 1 minuto de silêncio em virtude das vítimas das covid 19.acréscimos devido a substituição e atendimento de atletas supostamente lesionados .Observações EventuaisNada houve de anormal.Relatório do AssistenteNada a relatar.SubstituiçõesTempo1T/2TEquipeEntrouSaiu45:00INTCampinense/PB20 - Jose Claudio Agostinho da Si...9 - Anselmo Tadeu Silva do Nasci...45:00INTAparecidense/GO22 - Adriel Messias Ferreira Andr...2 - Rafael Cruz Ojer45:00INTAparecidense/GO20 - Lucas Vinicius Santos Bernar...11 - Rafael Silva Marcos22:002TAparecidense/GO19 - Samuel Gomes da Mata7 - David de Souza22:002TCampinense/PB14 - Victor Leandro Ribeiro2 - Felipe Ferreira Ramos27:002TCampinense/PB17 - Edson Eder Correa8 - Dione Miguel Ribas37:002TAparecidense/GO15 - Wesley Sena Boiago10 - Robert Geannine de Souza Cam...38:002TCampinense/PB23 - Marcos Paulo Nunes Barros5 - Sergio Mendes Coimbra43:002TAparecidense/GO21 - Pedro Henrique Marinho Maria9 - Alex Henrique Jose",,,,
Substituições,,,,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Campinense/PB,20 - Jose Claudio Agostinho da Si...,9 - Anselmo Tadeu Silva do Nasci...
45:00,INT,Aparecidense/GO,22 - Adriel Messias Ferreira Andr...,2 - Rafael Cruz Ojer
45:00,INT,Aparecidense/GO,20 - Lucas Vinicius Santos Bernar...,11 - Rafael Silva Marcos
22:00,2T,Aparecidense/GO,19 - Samuel Gomes da Mata,7 - David de Souza
22:00,2T,Campinense/PB,14 - Victor Leandro Ribeiro,2 - Felipe Ferreira Ramos
27:00,2T,Campinense/PB,17 - Edson Eder Correa,8 - Dione Miguel Ribas
37:00,2T,Aparecidense/GO,15 - Wesley Sena Boiago,10 - Robert Geannine de Souza Cam...
38:00,2T,Campinense/PB,23 - Marcos Paulo Nunes Barros,5 - Sergio Mendes Coimbra
43:00,2T,Aparecidense/GO,21 - Pedro Henrique Marinho Maria,9 - Alex Henrique Jose
